Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,Cases_28_Days,Deaths_28_Days
Haryana,India,2023-01-21 00:31:26,29.20004,76.332824,1056661,10714,,,,3746.4014852564246,,,1.0139486552451542,35612,IND,,,80,0
Himachal Pradesh,India,2023-01-21 00:31:26,31.927213,77.233081,312701,4213,,,,4196.227701321332,,,1.3472934208716951,35613,IND,,,75,0
Jammu and Kashmir,India,2023-01-21 00:31:26,33.75943,76.612638,479448,4785,,,,3523.715449879174,,,0.9980227261350552,35614,IND,,,54,0
Jharkhand,India,2023-01-21 00:31:26,23.654536,85.557631,442574,5331,,,,1146.7445621266836,,,1.2045443247908825,35615,IND,,,7,0
Karnataka,India,2023-01-21 00:31:26,14.70518,76.166436,4072614,40309,,,,6027.904219201706,,,0.9897574383430396,35616,IND,,,871,2
Kerala,India,2023-01-21 00:31:26,10.450898,76.405749,6829366,71570,,,,19130.17522430252,,,1.0479742921963766,35617,IND,,,1496,24
Ladakh,India,2023-01-21 00:31:26,34.1526,77.5771,29419,231,,,,10725.54860019906,,,0.785206839117577,35618,IND,,,9,0
Lakshadweep,India,2023-01-21 00:31:26,13.6999972,72.1833326,11415,52,,,,17717.17704760279,,,0.4555409548839246,35637,IND,,,0,0
Madhya Pradesh,India,2023-01-21 00:31:26,23.541513,78.289633,1054938,10777,,,,1235.8842448476266,,,1.021576623460336,35619,IND,,,20,1
Maharashtra,India,2023-01-21 00:31:26,19.449759,76.108221,8137009,148420,,,,6607.706640042708,,,1.8240117468224504,35620,IND,,,591,6
Manipur,India,2023-01-21 00:31:26,24.738975,93.882541,139924,2149,,,,4526.021778754635,,,1.5358337383150853,35621,IND,,,2,0
Meghalaya,India,2023-01-21 00:31:26,25.536934,91.278882,96786,1624,,,,2874.7946808605434,,,1.6779286260409565,35622,IND,,,4,0
Mizoram,India,2023-01-21 00:31:26,23.309381,92.83822,238964,726,,,,19283.046760767047,,,0.3038114527711287,35623,IND,,,0,0
Nagaland,India,2023-01-21 00:31:26,26.06702,94.470302,35986,782,,,,1599.5946117140325,,,2.173067303951537,35624,IND,,,0,0
Odisha,India,2023-01-21 00:31:26,20.505428,84.418059,1336603,9205,,,,2883.3233447666503,,,0.688686169341233,35625,IND,,,70,0
Puducherry,India,2023-01-21 00:31:26,11.882658,78.86498,175650,1975,,,,12426.231410173876,,,1.1243951038998008,35626,IND,,,147,0
Punjab,India,2023-01-21 00:31:26,30.841465,75.40879,784304,19289,,,,2602.0845168532965,,,2.459377996287154,35627,IND,,,151,0
Rajasthan,India,2023-01-21 00:31:26,26.583423,73.847973,1315564,9653,,,,1623.4978947816974,,,0.7337537360402079,35628,IND,,,174,0
Sikkim,India,2023-01-21 00:31:26,27.571671,88.472712,44321,499,,,,6420.997579141501,,,1.1258771237111076,35629,IND,,,3,0
Tamil Nadu,India,2023-01-21 00:31:26,11.006091,78.400624,3594589,38049,,,,4617.844927935204,,,1.0585076624893694,35630,IND,,,256,0
Telangana,India,2023-01-21 00:31:26,18.1124,79.0193,841462,4111,,,,2137.7123925239744,,,0.4885544445263125,35631,IND,,,201,0
Tripura,India,2023-01-21 00:31:26,23.746783,91.743565,108034,940,,,,2590.8713955653443,,,0.8700964511172409,35632,IND,,,0,0
Unknown,India,2023-01-21 00:31:26,,,0,0,,,,,,,,35636,IND,,,0,0
Uttar Pradesh,India,2023-01-21 00:31:26,26.925425,80.560982,2128158,23634,,,,894.6248618936074,,,1.1105378454043355,35633,IND,,,71,1
Uttarakhand,India,2023-01-21 00:31:26,30.156447,79.197608,449434,7753,,,,3994.664229163678,,,1.725058629298184,35634,IND,,,68,2
West Bengal,India,2023-01-21 00:31:26,23.814082,87.979803,2118710,21532,,,,2127.0202041269176,,,1.0162787734045715,35635,IND,,,144,0
Abruzzo,Italy,2023-01-21 00:31:26,42.35122196,13.39843823,645117,3873,,,,49186.24864667043,,,0.6003562144541222,38013,ITA,,,16818,62
Basilicata,Italy,2023-01-21 00:31:26,40.63947052,15.80514834,198776,1015,,,,35314.789053936176,,,0.5106250251539421,38017,ITA,,,3661,6
Calabria,Italy,2023-01-21 00:31:26,38.90597598,16.59440194,626357,3277,,,,32168.20029058137,,,0.5231840627629292,38018,ITA,,,16819,100
Campania,Italy,2023-01-21 00:31:26,40.83956555,14.25084984,2431117,11663,,,,41903.5860573088,,,0.4797383260451883,38015,ITA,,,42951,167
Emilia-Romagna,Italy,2023-01-21 00:31:26,44.49436681,11.3417208,2123098,19136,,,,47608.67698162812,,,0.9013243854028404,38008,ITA,,,36276,358
Friuli Venezia Giulia,Italy,2023-01-21 00:31:26,45.6494354,13.76813649,571120,5913,,,,46997.25152647257,,,1.035334080403418,38006,ITA,,,11448,120
Lazio,Italy,2023-01-21 00:31:26,41.89277044,12.48366722,2354200,12651,,,,40043.6666812948,,,0.537380001699091,38012,ITA,,,50857,148
Liguria,Italy,2023-01-21 00:31:26,44.41149315,8.9326992,657783,5838,,,,42420.09750812568,,,0.887526737541104,38007,ITA,,,12116,118
Lombardia,Italy,2023-01-21 00:31:26,45.46679409,9.190347404,4091101,45142,,,,40664.68772060123,,,1.1034193484834522,38003,ITA,,,61826,797
Marche,Italy,2023-01-21 00:31:26,43.61675973,13.5188753,710369,4342,,,,46573.297466483,,,0.6112316275062679,38011,ITA,,,15187,94
Molise,Italy,2023-01-21 00:31:26,41.55774754,14.65916051,101317,710,,,,33151.624418798696,,,0.700770847932726,38014,ITA,,,2720,10
P.A. Bolzano,Italy,2023-01-21 00:31:26,46.49933453,11.35662422,291428,1607,,,,54746.9745528049,,,0.551422649848333,38041,ITA,,,2157,11
P.A. Trento,Italy,2023-01-21 00:31:26,46.06893511,11.12123097,242425,1639,,,,44775.94021624696,,,0.6760853872331649,38042,ITA,,,3162,6
Piemonte,Italy,2023-01-21 00:31:26,45.0732745,7.680687483,1711465,13812,,,,39286.16846088266,,,0.8070278971524396,38001,ITA,,,22257,58
Puglia,Italy,2023-01-21 00:31:26,41.12559576,16.86736689,1616988,9517,,,,40133.20251681971,,,0.5885634278052775,38016,ITA,,,34562,133
Sardegna,Italy,2023-01-21 00:31:26,39.21531192,9.110616306,505170,2889,,,,30810.73267662484,,,0.5718866916087654,38020,ITA,,,11082,21
Sicilia,Italy,2023-01-21 00:31:26,38.11569725,13.3623567,1804110,12558,,,,36082.98660910808,,,0.6960772901874054,38019,ITA,,,40687,127
Toscana,Italy,2023-01-21 00:31:26,43.76923077,11.25588885,1579504,11455,,,,42350.027790878536,,,0.7252276664066695,38009,ITA,,,25081,159
Umbria,Italy,2023-01-21 00:31:26,43.10675841,12.38824698,434055,2387,,,,49211.74809952212,,,0.5499303083710589,38010,ITA,,,10012,72
Valle d'Aosta,Italy,2023-01-21 00:31:26,45.73750286,7.320149366,50261,565,,,,39995.70289497557,,,1.124132030799228,38002,ITA,,,609,4
Veneto,Italy,2023-01-21 00:31:26,45.43490485,12.33845213,2669869,16499,,,,54422.10469369859,,,0.617970394802142,38005,ITA,,,59420,284
Aichi,Japan,2023-01-21 00:31:26,35.035551,137.211621,2012164,3822,,,,26643.27757635848,,,0.1899447559940442,39201,JPN,,,253363,466
Akita,Japan,2023-01-21 00:31:26,39.748679,140.408228,190628,532,,,,19723.742615029645,,,0.2790775751725874,39202,JPN,,,19342,102
Aomori,Japan,2023-01-21 00:31:26,40.781541,140.828896,269436,590,,,,21617.640333415973,,,0.2189759349158984,39203,JPN,,,28869,96
Chiba,Japan,2023-01-21 00:31:26,35.510141,140.198917,1398898,3327,,,,22348.81973971232,,,0.2378300633784593,39204,JPN,,,172870,427
Ehime,Japan,2023-01-21 00:31:26,33.624835,132.856842,293790,570,,,,21937.47829885418,,,0.1940161339732461,39205,JPN,,,61577,176
Fukui,Japan,2023-01-21 00:31:26,35.846614,136.224654,188750,172,,,,24578.83914956565,,,0.0911258278145695,39206,JPN,,,27225,36
Fukuoka,Japan,2023-01-21 00:31:26,33.526032,130.666949,1517470,2768,,,,29732.86525269321,,,0.1824088779349839,39207,JPN,,,216131,522
Fukushima,Japan,2023-01-21 00:31:26,37.378867,140.223295,378929,542,,,,20532.38140598932,,,0.1430347109880742,39208,JPN,,,54534,120
Gifu,Japan,2023-01-21 00:31:26,35.778671,137.055925,507350,976,,,,25538.775799902043,,,0.1923721296935054,39209,JPN,,,83726,180
Gunma,Japan,2023-01-21 00:31:26,36.504479,138.985605,416081,945,,,,21420.356497135585,,,0.2271192388020601,39210,JPN,,,61488,217
Hiroshima,Japan,2023-01-21 00:31:26,34.605309,132.788719,752914,1161,,,,26849.73166815076,,,0.1542008781879471,39211,JPN,,,134608,184
Hokkaido,Japan,2023-01-21 00:31:26,43.385711,142.552318,1292672,4292,,,,24622.094003313112,,,0.3320254480641648,39212,JPN,,,96642,450
Hyogo,Japan,2023-01-21 00:31:26,35.039913,134.828057,1396951,3485,,,,25556.210084171973,,,0.2494718855564726,39213,JPN,,,177197,344
Ibaraki,Japan,2023-01-21 00:31:26,36.303588,140.319591,599597,1124,,,,20962.67988016671,,,0.1874592434585229,39214,JPN,,,90278,210
Ishikawa,Japan,2023-01-21 00:31:26,36.769464,136.771027,263761,448,,,,23184.74327318883,,,0.1698507360830448,39215,JPN,,,34071,89
Iwate,Japan,2023-01-21 00:31:26,39.593287,141.361777,221311,530,,,,18039.46150033909,,,0.2394819959242875,39216,JPN,,,30933,163
Kagawa,Japan,2023-01-21 00:31:26,34.217292,133.969047,235531,527,,,,24628.19457790948,,,0.223749739949306,39217,JPN,,,42663,139
Kagoshima,Japan,2023-01-21 00:31:26,31.009484,130.430665,417916,733,,,,26082.69626961198,,,0.1753940983355507,39218,JPN,,,70846,155
Kanagawa,Japan,2023-01-21 00:31:26,35.415312,139.338983,2131177,3869,,,,23169.329269379843,,,0.1815428751342568,39219,JPN,,,230547,438
Kochi,Japan,2023-01-21 00:31:26,33.422519,133.367307,155613,514,,,,22293.199852728183,,,0.3303065939221016,39220,JPN,,,25681,147
Kumamoto,Japan,2023-01-21 00:31:26,32.608154,130.745231,510614,1107,,,,29218.56501066912,,,0.2167978159627429,39221,JPN,,,87356,308
Kyoto,Japan,2023-01-21 00:31:26,35.253815,135.443341,649323,1442,,,,25138.74601861355,,,0.2220774560580789,39222,JPN,,,71750,197
Mie,Japan,2023-01-21 00:31:26,34.508018,136.376013,427167,870,,,,23986.26074046456,,,0.2036674181292094,39223,JPN,,,79639,220
Miyagi,Japan,2023-01-21 00:31:26,38.446859,140.927086,508030,842,,,,22027.302703605023,,,0.1657382438044997,39224,JPN,,,69217,186
Miyazaki,Japan,2023-01-21 00:31:26,32.193204,131.299374,305376,667,,,,28452.037219754755,,,0.2184192601907157,39225,JPN,,,62700,209
Nagano,Japan,2023-01-21 00:31:26,36.132134,138.045528,425336,770,,,,20760.35123170261,,,0.1810333477533056,39226,JPN,,,59496,165
Nagasaki,Japan,2023-01-21 00:31:26,33.235712,129.608033,319092,519,,,,24054.747595972636,,,0.1626490165845587,39227,JPN,,,54238,117
Nara,Japan,2023-01-21 00:31:26,34.317451,135.871644,328834,735,,,,24722.074575058097,,,0.2235170329102221,39228,JPN,,,41443,86
Niigata,Japan,2023-01-21 00:31:26,37.521819,138.918647,430300,339,,,,19355.802197466062,,,0.0787822449453869,39229,JPN,,,53818,77
Oita,Japan,2023-01-21 00:31:26,33.200697,131.43324,286116,580,,,,25198.822652835832,,,0.2027149827342756,39230,JPN,,,55170,119
Okayama,Japan,2023-01-21 00:31:26,34.89246,133.826252,461738,734,,,,24435.93464388496,,,0.1589646076346326,39231,JPN,,,80447,188
Okinawa,Japan,2023-01-21 00:31:26,25.768923,126.668016,566466,851,,,,38981.45293593033,,,0.1502296695653402,39232,JPN,,,31870,17
Osaka,Japan,2023-01-21 00:31:26,34.620965,135.507481,2726230,7693,,,,30946.959502066155,,,0.2821845552282823,39233,JPN,,,265589,688
Port Quarantine,Japan,2023-01-21 00:31:26,,,22118,8,,,,,,,0.0361696355909214,39248,JPN,,,0,0
Saga,Japan,2023-01-21 00:31:26,33.286977,130.115738,249423,417,,,,30614.905162689596,,,0.1671858649763654,39234,JPN,,,44077,111
Saitama,Japan,2023-01-21 00:31:26,35.997101,139.347635,1729770,3342,,,,23535.268752041757,,,0.1932048769489585,39235,JPN,,,192159,492
Shiga,Japan,2023-01-21 00:31:26,35.215827,136.138064,352728,580,,,,24946.40873076213,,,0.1644326506543285,39236,JPN,,,45345,123
Shimane,Japan,2023-01-21 00:31:26,35.07076,132.554064,155301,250,,,,23029.868939683784,,,0.1609777142452398,39237,JPN,,,27988,90
Shizuoka,Japan,2023-01-21 00:31:26,34.916975,138.407784,805236,1117,,,,22100.447697945507,,,0.1387170966027351,39238,JPN,,,149838,224
Tochigi,Japan,2023-01-21 00:31:26,36.689912,139.819213,394697,920,,,,20408.43024007363,,,0.2330901932368373,39239,JPN,,,57984,220
Tokushima,Japan,2023-01-21 00:31:26,33.919178,134.242091,152938,348,,,,21008.63076718083,,,0.2275431874354313,39240,JPN,,,28677,86
Tokyo,Japan,2023-01-21 00:31:26,35.711343,139.446921,4217644,7335,,,,30297.72360698625,,,0.1739122600200491,39241,JPN,,,367959,744
Tottori,Japan,2023-01-21 00:31:26,35.359069,133.863619,130574,221,,,,23503.21658584702,,,0.169252684301622,39242,JPN,,,28434,76
Toyama,Japan,2023-01-21 00:31:26,36.637464,137.269346,222254,286,,,,21298.85711766724,,,0.12868159853141,39243,JPN,,,27309,54
Unknown,Japan,2023-01-21 00:31:26,,,173,0,,,,,,,0.0,39249,JPN,,,0,0
Wakayama,Japan,2023-01-21 00:31:26,33.911879,135.505446,223319,446,,,,24144.343428118576,,,0.199714310022882,39244,JPN,,,41898,105
Yamagata,Japan,2023-01-21 00:31:26,38.448396,140.102154,214779,336,,,,19930.015422218017,,,0.1564398754068135,39245,JPN,,,22071,44
Yamaguchi,Japan,2023-01-21 00:31:26,34.20119,131.573293,290073,650,,,,21355.025560686016,,,0.2240815243059505,39246,JPN,,,63984,162
Yamanashi,Japan,2023-01-21 00:31:26,35.612364,138.611489,177478,321,,,,21885.03445316392,,,0.1808674878013049,39247,JPN,,,30481,86
Johor,Malaysia,2023-01-21 00:31:26,1.4854,103.7618,398130,4707,,,,10565.521999893848,,,1.1822771456559416,45801,MYS,,,491,16
Kedah,Malaysia,2023-01-21 00:31:26,6.1184,100.3685,318454,2736,,,,14568.552998764811,,,0.8591507721680368,45802,MYS,,,710,7
Kelantan,Malaysia,2023-01-21 00:31:26,6.1254,102.2381,260013,1424,,,,13741.306415812282,,,0.5476649244460854,45803,MYS,,,315,0
Melaka,Malaysia,2023-01-21 00:31:26,2.1896,102.2501,144748,1202,,,,15519.245202101423,,,0.8304087103103325,45804,MYS,,,820,4
Negeri Sembilan,Malaysia,2023-01-21 00:31:26,2.7258,101.9424,230835,1536,,,,20389.983217030294,,,0.6654103580479563,45805,MYS,,,434,4
Pahang,Malaysia,2023-01-21 00:31:26,3.8126,103.3256,182580,1030,,,,10886.649573668834,,,0.5641362690327527,45806,MYS,,,363,2
Perak,Malaysia,2023-01-21 00:31:26,4.5921,101.0901,238855,2122,,,,9499.860796245475,,,0.8884050993280442,45807,MYS,,,606,13
Perlis,Malaysia,2023-01-21 00:31:26,6.4449,100.2048,18985,197,,,,7456.794972505892,,,1.0376613115617592,45808,MYS,,,45,1
Pulau Pinang,Malaysia,2023-01-21 00:31:26,5.4141,100.3288,307311,2064,,,,17287.972547254725,,,0.6716323203529975,45809,MYS,,,778,6
Sabah,Malaysia,2023-01-21 00:31:26,5.9788,116.0753,406762,3200,,,,10417.24076113402,,,0.7867008225940476,45810,MYS,,,341,2
Sarawak,Malaysia,2023-01-21 00:31:26,1.5533,110.3592,324182,1786,,,,11503.566232568042,,,0.5509250976303435,45811,MYS,,,1046,6
Selangor,Malaysia,2023-01-21 00:31:26,3.0738,101.5183,1547538,10973,,,,23655.788073801188,,,0.7090617484029471,45812,MYS,,,4315,23
Terengganu,Malaysia,2023-01-21 00:31:26,5.3117,103.1324,132902,899,,,,10631.30949524038,,,0.6764382778287761,45813,MYS,,,248,1
Unknown,Malaysia,2023-01-21 00:31:26,,,0,0,,,,,,,,45817,MYS,,,0,0
W.P. Kuala Lumpur,Malaysia,2023-01-21 00:31:26,3.139,101.6869,467632,2864,,,,26295.096716149343,,,0.6124473945324529,45814,MYS,,,1774,12
W.P. Labuan,Malaysia,2023-01-21 00:31:26,5.2831,115.2308,22951,158,,,,23089.53722334004,,,0.6884231623894383,45815,MYS,,,54,0
W.P. Putrajaya,Malaysia,2023-01-21 00:31:26,2.9264,101.6964,32350,32,,,,30692.59962049336,,,0.0989180834621329,45816,MYS,,,361,2
Aguascalientes,Mexico,2023-01-21 00:31:26,21.8853,-102.2916,88069,3601,,,,6138.773973867917,,,4.088839432717529,48401,MEX,,,2264,4
Baja California,Mexico,2023-01-21 00:31:26,30.8406,-115.2838,171543,12472,,,,4719.373578352776,,,7.270480287741266,48402,MEX,,,2481,14
Baja California Sur,Mexico,2023-01-21 00:31:26,26.0444,-111.6661,126796,2772,,,,15756.77140030918,,,2.1861888387646298,48403,MEX,,,849,3
Campeche,Mexico,2023-01-21 00:31:26,19.8301,-90.5349,44111,2294,,,,4408.380029521785,,,5.200516877876266,48404,MEX,,,288,7
Chiapas,Mexico,2023-01-21 00:31:26,16.7569,-93.1292,55404,2449,,,,966.8490691782918,,,4.420258465092773,48405,MEX,,,1340,7
Chihuahua,Mexico,2023-01-21 00:31:26,28.633,-106.0691,171348,10204,,,,4507.394080263854,,,5.955132245488713,48406,MEX,,,1625,31
Ciudad de Mexico,Mexico,2023-01-21 00:31:26,19.4326,-99.1332,1815993,43841,,,,20135.984951176142,,,2.414161288066639,48407,MEX,,,37482,139
Coahuila,Mexico,2023-01-21 00:31:26,27.0587,-101.7068,183948,8996,,,,5714.942585872645,,,4.890512536151521,48408,MEX,,,1961,20
Colima,Mexico,2023-01-21 00:31:26,19.1223,-104.0072,69036,2248,,,,8792.681171695198,,,3.2562720899240976,48409,MEX,,,973,3
Durango,Mexico,2023-01-21 00:31:26,24.5593,-104.6588,80781,3683,,,,4322.160133033993,,,4.559240415444226,48410,MEX,,,989,4
Guanajuato,Mexico,2023-01-21 00:31:26,21.019,-101.2574,359920,15158,,,,5778.899918515456,,,4.211491442542787,48411,MEX,,,5192,35
Guerrero,Mexico,2023-01-21 00:31:26,17.4392,-99.5451,118097,6870,,,,3229.298603682533,,,5.817251920031838,48412,MEX,,,1027,12
Hidalgo,Mexico,2023-01-21 00:31:26,20.0911,-98.7624,123796,8591,,,,4010.997876500042,,,6.939642637888139,48413,MEX,,,2131,23
Jalisco,Mexico,2023-01-21 00:31:26,20.6595,-103.3494,291312,20063,,,,3464.002788211175,,,6.887117592134893,48414,MEX,,,3874,44
Mexico,Mexico,2023-01-21 00:31:26,19.4969,-99.7233,726222,48049,,,,4167.0343744100655,,,6.616296394215543,48415,MEX,,,13597,72
Michoacan,Mexico,2023-01-21 00:31:26,19.5665,-101.7068,112334,8991,,,,2327.972328102888,,,8.003810066409102,48416,MEX,,,1401,11
Morelos,Mexico,2023-01-21 00:31:26,18.6813,-99.1013,95986,5420,,,,4695.85500998504,,,5.646656804117267,48417,MEX,,,2715,75
Nayarit,Mexico,2023-01-21 00:31:26,21.7514,-104.8455,74278,3254,,,,5764.369988149663,,,4.380839548722367,48418,MEX,,,1318,5
Nuevo Leon,Mexico,2023-01-21 00:31:26,25.5922,-99.9962,408960,15421,,,,7289.640763808045,,,3.770784428794992,48419,MEX,,,4625,30
Oaxaca,Mexico,2023-01-21 00:31:26,17.0732,-96.7266,153779,6375,,,,3711.247702175383,,,4.145559536737786,48420,MEX,,,2632,16
Puebla,Mexico,2023-01-21 00:31:26,19.0414,-98.2063,214657,16683,,,,3250.186881543977,,,7.771933829318401,48421,MEX,,,3759,16
Queretaro,Mexico,2023-01-21 00:31:26,20.5888,-100.3899,182137,6378,,,,7989.736962507627,,,3.501759664428425,48422,MEX,,,3169,19
Quintana Roo,Mexico,2023-01-21 00:31:26,19.1817,-88.4791,118044,4451,,,,6850.04401543819,,,3.770627901460472,48423,MEX,,,1615,9
San Luis Potosi,Mexico,2023-01-21 00:31:26,22.1565,-100.9855,248994,7639,,,,8687.427210515041,,,3.0679454123392533,48424,MEX,,,4249,10
Sinaloa,Mexico,2023-01-21 00:31:26,25.1721,-107.4795,180064,9950,,,,5704.231732513399,,,5.525813044250933,48425,MEX,,,1974,15
Sonora,Mexico,2023-01-21 00:31:26,29.2972,-110.3309,199858,10331,,,,6499.98617771555,,,5.169170110778653,48426,MEX,,,1648,19
Tabasco,Mexico,2023-01-21 00:31:26,17.8409,-92.6189,221149,6165,,,,8597.368800604287,,,2.787713261194941,48427,MEX,,,3154,18
Tamaulipas,Mexico,2023-01-21 00:31:26,24.2669,-98.8363,181592,8252,,,,4974.302868403623,,,4.544253050795189,48428,MEX,,,2212,18
Tlaxcala,Mexico,2023-01-21 00:31:26,19.3139,-98.2404,58203,3128,,,,4217.575077300108,,,5.374293421301307,48429,MEX,,,1196,3
Unknown,Mexico,2023-01-21 00:31:26,,,0,0,,,,,,,,48433,MEX,,,563,10
Veracruz,Mexico,2023-01-21 00:31:26,19.1738,-96.1342,231709,17093,,,,2713.2639848278577,,,7.376925367594699,48430,MEX,,,4523,25
Yucatan,Mexico,2023-01-21 00:31:26,20.7099,-89.0943,142237,7002,,,,6296.185468713619,,,4.922769743456344,48431,MEX,,,911,36
Zacatecas,Mexico,2023-01-21 00:31:26,22.7709,-102.5832,81863,3957,,,,4912.489363464084,,,4.83368554780548,48432,MEX,,,1232,18
Aruba,Netherlands,2023-01-21 00:31:26,12.5211,-69.9683,43965,281,,,,41178.83970552423,,,0.6391447742522461,533,ABW,,,213,1
"Bonaire, Sint Eustatius and Saba",Netherlands,2023-01-21 00:31:26,12.1784,-68.2385,11779,41,,,,44922.00907669425,,,0.3480770863400967,535,BES,,,63,2
Curacao,Netherlands,2023-01-21 00:31:26,12.1696,-68.99,45986,301,,,,28023.156611822054,,,0.6545470360544513,531,CUW,,,0,2
Drenthe,Netherlands,2023-01-21 00:31:26,52.862485,6.618435,215937,464,,,,43740.0999023663,,,0.2148774874153109,52801,NLD,,,548,0
Flevoland,Netherlands,2023-01-21 00:31:26,52.550383,5.515162,195422,341,,,,46196.7609173067,,,0.1744941715876411,52802,NLD,,,441,1
Friesland,Netherlands,2023-01-21 00:31:26,53.087337,5.7925,292544,624,,,,45009.74679863437,,,0.2133012469919055,52803,NLD,,,695,1
Gelderland,Netherlands,2023-01-21 00:31:26,52.061738,5.939114,1050283,2952,,,,50350.295692326574,,,0.2810671028665607,52804,NLD,,,2948,6
Groningen,Netherlands,2023-01-21 00:31:26,53.217922,6.741514,263431,368,,,,44964.37751977415,,,0.1396950245035702,52805,NLD,,,532,3
Limburg,Netherlands,2023-01-21 00:31:26,51.209227,5.93387,564633,2209,,,,50539.9655030742,,,0.3912275761423792,52806,NLD,,,1382,2
Noord-Brabant,Netherlands,2023-01-21 00:31:26,51.561174,5.184942,1301877,3783,,,,50795.936721479695,,,0.2905804465398805,52807,NLD,,,2204,4
Noord-Holland,Netherlands,2023-01-21 00:31:26,52.600906,4.918688,1411191,3508,,,,49007.736340030846,,,0.2485843517992957,52808,NLD,,,3304,8
Overijssel,Netherlands,2023-01-21 00:31:26,52.444558,6.441722,597975,1459,,,,51442.8693588987,,,0.2439901333667795,52809,NLD,,,1199,1
Sint Maarten,Netherlands,2023-01-21 00:31:26,18.0425,-63.0548,11010,89,,,,25675.10843710648,,,0.8083560399636693,534,SXM,,,22,0
Unknown,Netherlands,2023-01-21 00:31:26,,,0,2,,,,,,,,52813,NLD,,,0,2
Utrecht,Netherlands,2023-01-21 00:31:26,52.084251,5.163824,706593,1581,,,,52153.474152553004,,,0.223749739949306,52810,NLD,,,1744,4
Zeeland,Netherlands,2023-01-21 00:31:26,51.47936,3.861559,180188,402,,,,46986.607142857145,,,0.2231003174462228,52811,NLD,,,629,0
Zuid-Holland,Netherlands,2023-01-21 00:31:26,51.937835,4.462114,1799518,5299,,,,48521.582788128224,,,0.2944677408061492,52812,NLD,,,4070,7
Cook Islands,New Zealand,2023-01-21 00:31:26,-21.2367,-159.7777,6988,2,,,,40025.20190159803,,,0.028620492272467,184,COK,,,570,1
Niue,New Zealand,2023-01-21 00:31:26,-19.0544,-169.8672,727,0,,,,44060.606060606064,,,0.0,570,NIU,,,390,0
Azad Jammu and Kashmir,Pakistan,2023-01-21 00:31:26,34.027401,73.947253,44340,793,,,,1096.068934182964,,,1.7884528642309427,58601,PAK,,,1,0
Balochistan,Pakistan,2023-01-21 00:31:26,28.328492,65.898403,36044,378,,,,291.98646059009064,,,1.0487182332704472,58602,PAK,,,15,0
Gilgit-Baltistan,Pakistan,2023-01-21 00:31:26,35.792146,74.982138,12090,191,,,,1192.7970449415143,,,1.579818031430935,58603,PAK,,,2,0
Islamabad,Pakistan,2023-01-21 00:31:26,33.665087,73.121219,139698,1031,,,,6962.022793101867,,,0.7380205872668184,58604,PAK,,,42,0
Khyber Pakhtunkhwa,Pakistan,2023-01-21 00:31:26,34.485332,72.09169,224996,6375,,,,737.1269706743727,,,2.8333837045991928,58605,PAK,,,143,1
Punjab,Pakistan,2023-01-21 00:31:26,30.811346,72.139132,523447,13618,,,,475.8070909833999,,,2.601600544085648,58606,PAK,,,169,1
Sindh,Pakistan,2023-01-21 00:31:26,26.009446,68.776807,595532,8254,,,,1243.6439997944287,,,1.3859876547355978,58607,PAK,,,124,3
Amazonas,Peru,2023-01-21 00:31:26,-5.077253,-78.050172,51082,1385,,,,11968.603561387066,,,2.711326886183,60401,PER,,,684,7
Ancash,Peru,2023-01-21 00:31:26,-9.407125,-77.671795,158388,7343,,,,13415.890225309166,,,4.636083541682451,60402,PER,,,3059,26
Apurimac,Peru,2023-01-21 00:31:26,-14.027713,-72.975378,46036,1692,,,,10688.646389598329,,,3.675384481709966,60403,PER,,,580,6
Arequipa,Peru,2023-01-21 00:31:26,-15.843524,-72.475539,288401,10546,,,,19260.117537064245,,,3.6567140890634913,60404,PER,,,10032,38
Ayacucho,Peru,2023-01-21 00:31:26,-14.091648,-74.08344,55536,2400,,,,8311.284046692606,,,4.32152117545376,60405,PER,,,596,5
Cajamarca,Peru,2023-01-21 00:31:26,-6.430284,-78.745596,111754,4555,,,,7687.555891862145,,,4.075916745709326,60406,PER,,,1377,8
Callao,Peru,2023-01-21 00:31:26,-11.954609,-77.136042,170154,10847,,,,15059.208779538012,,,6.374813404327845,60407,PER,,,2045,30
Cusco,Peru,2023-01-21 00:31:26,-13.191068,-72.153609,145651,5265,,,,10732.517868985336,,,3.6148052536542834,60408,PER,,,2989,10
Huancavelica,Peru,2023-01-21 00:31:26,-13.023888,-75.00277,30070,1290,,,,8231.590473583356,,,4.289990023279016,60409,PER,,,510,3
Huanuco,Peru,2023-01-21 00:31:26,-9.421676,-76.040642,60569,2961,,,,7966.4606076548735,,,4.888639402994931,60410,PER,,,634,13
